Customer ID,Customer Name,Segment,Country,loyalCard,avgMonthlyCharges,gender
TB-21055,Ted Butterfield,Consumer,United States,1,238.759374084039,M
TB-21055,Ted Butterfield,Consumer,United States,0,2062.09305925356,F
TB-21055,Ted Butterfield,Consumer,United States,1,2517.985041682544,F
KM-16720,Kunst Miller,Consumer,United States,1,3413.7918352159954,F
KM-16720,Kunst Miller,Consumer,United States,1,2583.810598814964,M
KM-16720,Kunst Miller,Consumer,United States,0,3028.9912144583577,F
KM-16720,Kunst Miller,Consumer,United States,1,405.8692548099661,F
PS-18970,Paul Stevenson,Home Office,United States,1,984.2370800183568,F
BS-11590,Brendan Sweed,Corporate,United States,0,91.4993248484674,F
BS-11590,Brendan Sweed,Corporate,United States,0,1968.2454723533915,M
KD-16270,Karen Daniels,Consumer,United States,1,600.0556116954712,F
HM-14980,Henry MacAllister,Consumer,United States,0,272.367382760977,F
TB-21520,Tracy Blumstein,Consumer,United States,0,2837.604879579944,M
JE-15745,Joel Eaton,Consumer,United States,0,2748.8620261365168,M
JE-15745,Joel Eaton,Consumer,United States,1,967.303823637612,F
JE-15745,Joel Eaton,Consumer,United States,0,1963.1614605460773,M
KB-16600,Ken Brennan,Corporate,United States,1,746.881164097538,M
KB-16600,Ken Brennan,Corporate,United States,0,853.1193125945024,M
KB-16600,Ken Brennan,Corporate,United States,0,2697.2514412475625,M
JE-15745,Joel Eaton,Consumer,United States,0,1135.3671394630835,F
SC-20770,Stewart Carmichael,Corporate,United States,1,2363.698995339103,M
SC-20770,Stewart Carmichael,Corporate,United States,0,1296.12239230594,F
DN-13690,Duane Noonan,Consumer,United States,1,1522.3137693187637,F
DN-13690,Duane Noonan,Consumer,United States,0,1372.2154562645812,M
JC-16105,Julie Creighton,Corporate,United States,1,2951.8401908039723,M
CS-12400,Christopher Schild,Home Office,United States,0,1564.3501547312492,M
PO-18865,Patrick O'Donnell,Consumer,United States,1,1.3089614260773743,F
PG-18895,Paul Gonzalez,Consumer,United States,0,435.6374771863364,M
PG-18895,Paul Gonzalez,Consumer,United States,0,540.013369493257,F
GM-14455,Gary Mitchum,Home Office,United States,0,1865.852426716615,M
JS-15685,Jim Sink,Corporate,United States,1,520.1110583259313,F
JS-15685,Jim Sink,Corporate,United States,1,2516.413870867331,F
JS-15685,Jim Sink,Corporate,United States,0,2499.7112084444475,F
KB-16315,Karl Braun,Consumer,United States,1,1676.8153542083503,F
KB-16315,Karl Braun,Consumer,United States,0,207.7546968463193,F
KB-16315,Karl Braun,Consumer,United States,1,828.9409115268342,M
RB-19705,Roger Barcio,Home Office,United States,0,3359.9896284888364,M
PN-18775,Parhena Norris,Home Office,United States,1,1876.885381479702,F
KD-16345,Katherine Ducich,Consumer,United States,1,1891.9003898131696,F
ER-13855,Elpida Rittenbach,Corporate,United States,1,2670.2746989659795,M
RB-19465,Rick Bensley,Home Office,United States,1,2992.0971542984616,M
RB-19465,Rick Bensley,Home Office,United States,0,3166.590112767608,F
RB-19465,Rick Bensley,Home Office,United States,0,716.815966065652,M
GZ-14470,Gary Zandusky,Consumer,United States,1,290.0989634894466,M
LC-16870,Lena Cacioppo,Consumer,United States,1,2404.7703106402523,M
LC-16870,Lena Cacioppo,Consumer,United States,1,1277.588661742714,F
LC-16870,Lena Cacioppo,Consumer,United States,0,3414.8116689149733,M
JM-15250,Janet Martin,Consumer,United States,1,1102.8059200224068,M
JM-15250,Janet Martin,Consumer,United States,1,3109.586324755,M
JM-15250,Janet Martin,Consumer,United States,0,479.3978421448449,F
PA-19060,Pete Armstrong,Home Office,United States,1,3336.014065763934,M
CV-12805,Cynthia Voltz,Corporate,United States,0,2958.457907141078,F
CL-12565,Clay Ludtke,Consumer,United States,1,895.6784848644843,F
CL-12565,Clay Ludtke,Consumer,United States,1,269.5190499354275,M
RC-19960,Ryan Crowe,Consumer,United States,0,2073.2121241797468,M
RC-19960,Ryan Crowe,Consumer,United States,0,1917.9425884341545,F
RC-19960,Ryan Crowe,Consumer,United States,1,2225.7404249768133,M
RC-19960,Ryan Crowe,Consumer,United States,0,1550.1240074922298,M
DK-13090,Dave Kipp,Consumer,United States,1,1880.3808577894215,M
GG-14650,Greg Guthrie,Corporate,United States,1,2800.576673565385,F
SC-20725,Steven Cartwright,Consumer,United States,1,241.9151015158401,F
SC-20725,Steven Cartwright,Consumer,United States,0,1165.91293135081,F
SC-20725,Steven Cartwright,Consumer,United States,0,919.8055930400476,M
SC-20725,Steven Cartwright,Consumer,United States,1,172.08687086782456,M
SC-20725,Steven Cartwright,Consumer,United States,1,3276.6677907030703,M
AD-10180,Alan Dominguez,Home Office,United States,0,2330.2710106548207,M
PF-19165,Philip Fox,Consumer,United States,0,1181.9523161040363,M
TS-21610,Troy Staebel,Consumer,United States,1,1096.535512012315,F
TS-21610,Troy Staebel,Consumer,United States,0,376.65482114400686,M
LS-16975,Lindsay Shagiari,Home Office,United States,0,2758.5789828152856,M
LS-16975,Lindsay Shagiari,Home Office,United States,0,2266.1145184091893,M
DW-13585,Dorothy Wardle,Corporate,United States,0,2631.3519341094743,M
DW-13585,Dorothy Wardle,Corporate,United States,0,372.8496509363312,M
DW-13585,Dorothy Wardle,Corporate,United States,1,1521.2099692300246,M
LC-16885,Lena Creighton,Consumer,United States,1,2507.337404345064,M
LC-16885,Lena Creighton,Consumer,United States,1,3326.684757322289,M
LC-16885,Lena Creighton,Consumer,United States,0,1434.421987098862,M
LC-16885,Lena Creighton,Consumer,United States,1,1462.5263298085638,F
LC-16885,Lena Creighton,Consumer,United States,0,427.6989494649464,M
LC-16885,Lena Creighton,Consumer,United States,0,630.9336137622643,M
LC-16885,Lena Creighton,Consumer,United States,0,3351.7839941047573,M
JD-15895,Jonathan Doherty,Corporate,United States,0,3393.738950012463,M
SH-19975,Sally Hughsby,Corporate,United States,0,590.2217308019534,F
SH-19975,Sally Hughsby,Corporate,United States,1,1185.7770633610178,M
SH-19975,Sally Hughsby,Corporate,United States,1,2651.555626556446,F
SG-20080,Sandra Glassco,Consumer,United States,0,2549.6599672681737,M
HA-14920,Helen Andreada,Consumer,United States,0,1474.4950996399402,M
MG-17680,Maureen Gastineau,Home Office,United States,1,1549.1481754023987,F
JE-16165,Justin Ellison,Corporate,United States,0,172.64164331839964,F
JE-16165,Justin Ellison,Corporate,United States,1,537.0145446055363,F
JE-16165,Justin Ellison,Corporate,United States,1,2245.513066128213,M
JE-16165,Justin Ellison,Corporate,United States,0,1600.8469599914547,M
TW-21025,Tamara Willingham,Home Office,United States,1,695.3485194330037,M
TW-21025,Tamara Willingham,Home Office,United States,0,1250.012984950139,M
SP-20650,Stephanie Phelps,Corporate,United States,1,2030.685056055695,M
SP-20650,Stephanie Phelps,Corporate,United States,1,1741.3392554956615,M
SP-20650,Stephanie Phelps,Corporate,United States,1,126.19474060437702,M
NK-18490,Neil Knudson,Home Office,United States,1,295.2916895939658,F
DB-13060,Dave Brooks,Consumer,United States,0,1164.0489516025589,M
NP-18670,Nora Paige,Consumer,United States,1,3249.86856184675,M
NP-18670,Nora Paige,Consumer,United States,1,887.7644469506872,M
TT-21070,Ted Trevino,Consumer,United States,0,2172.2551404946457,M
EM-13960,Eric Murdock,Consumer,United States,0,1092.4108347909016,M
RD-19900,Ruben Dartt,Consumer,United States,0,1870.328726129791,M
MJ-17740,Max Jones,Consumer,United States,1,2426.630943260925,M
BM-11140,Becky Martin,Consumer,United States,1,120.99155348047177,F
BM-11140,Becky Martin,Consumer,United States,0,326.3076678099408,F
BM-11140,Becky Martin,Consumer,United States,0,1988.1989982403088,M
BM-11140,Becky Martin,Consumer,United States,1,1779.7376121655657,M
BM-11140,Becky Martin,Consumer,United States,0,2815.806294162437,M
BM-11140,Becky Martin,Consumer,United States,1,1212.568373120483,F
BM-11140,Becky Martin,Consumer,United States,1,899.9389826552544,F
CS-12130,Chad Sievert,Consumer,United States,1,3098.091930377768,M
CS-12130,Chad Sievert,Consumer,United States,1,2668.0233590580674,M
CS-12130,Chad Sievert,Consumer,United States,1,2600.0220072292745,F
JB-15400,Jennifer Braxton,Corporate,United States,1,3034.748575296069,F
JB-15400,Jennifer Braxton,Corporate,United States,0,2685.624457777649,M
SJ-20500,Shirley Jackson,Consumer,United States,0,2096.0648313733423,M
JE-15745,Joel Eaton,Consumer,United States,1,2836.0895954829243,M
JE-15745,Joel Eaton,Consumer,United States,1,2560.301327636803,F
JK-15640,Jim Kriz,Home Office,United States,0,874.4740405607408,F
DK-13150,David Kendrick,Corporate,United States,0,2192.6834531499826,M
DK-13150,David Kendrick,Corporate,United States,0,1133.1293409738514,M
RM-19675,Robert Marley,Home Office,United States,0,2309.4438379146136,M
RM-19675,Robert Marley,Home Office,United States,1,1563.9992456835937,F
RM-19675,Robert Marley,Home Office,United States,1,2306.0380905550865,F
SK-19990,Sally Knutson,Consumer,United States,1,647.8178373595093,F
FM-14290,Frank Merwin,Home Office,United States,1,603.8425527711564,F
AM-10360,Alice McCarthy,Corporate,United States,0,3080.8880476009185,M
AM-10360,Alice McCarthy,Corporate,United States,1,2552.515562155876,M
MP-17470,Mark Packer,Home Office,United States,0,2949.2824035938183,M
MP-17470,Mark Packer,Home Office,United States,1,772.8402930283905,F
MP-17470,Mark Packer,Home Office,United States,1,2559.290092303539,M
MP-17470,Mark Packer,Home Office,United States,0,989.5460267433068,F
MP-17470,Mark Packer,Home Office,United States,1,1860.9119762519376,F
MZ-17515,Mary Zewe,Corporate,United States,0,1982.6398765006425,M
CB-12025,Cassandra Brandow,Consumer,United States,0,2726.7377029058603,F
CB-12025,Cassandra Brandow,Consumer,United States,0,94.48318770650572,F
VM-21685,Valerie Mitchum,Home Office,United States,0,3079.6837255079326,F
FH-14365,Fred Hopkins,Corporate,United States,0,2263.908300384436,F
FH-14365,Fred Hopkins,Corporate,United States,1,2836.2720556968807,F
MB-17305,Maria Bertelson,Consumer,United States,1,2776.1440967825724,M
BS-11755,Bruce Stewart,Consumer,United States,1,1502.2050579302256,F
BS-11755,Bruce Stewart,Consumer,United States,0,2650.440396024696,M
LC-17140,Logan Currie,Consumer,United States,1,321.3287688077341,M
HK-14890,Heather Kirkland,Corporate,United States,0,2713.059150269881,M
LE-16810,Laurel Elliston,Consumer,United States,0,2115.0178694035003,M
JH-15985,Joseph Holt,Consumer,United States,0,1699.9407487088793,F
JH-15985,Joseph Holt,Consumer,United States,1,1003.3775859145064,M
JH-15985,Joseph Holt,Consumer,United States,0,1619.44296185745,F
JH-15985,Joseph Holt,Consumer,United States,1,1458.1454983861915,M
JH-15985,Joseph Holt,Consumer,United States,0,2130.051231661189,M
MS-17980,Michael Stewart,Corporate,United States,0,675.0185147197661,M
VW-21775,Victoria Wilson,Corporate,United States,1,754.5267658172331,F
VW-21775,Victoria Wilson,Corporate,United States,1,2252.407017718157,M
VW-21775,Victoria Wilson,Corporate,United States,0,2679.031869619823,M
VW-21775,Victoria Wilson,Corporate,United States,1,2412.3117138676384,F
VW-21775,Victoria Wilson,Corporate,United States,1,1392.5311180740166,M
JH-15910,Jonathan Howell,Consumer,United States,0,466.1744950611948,M
JH-15910,Jonathan Howell,Consumer,United States,0,805.5244541754518,M
JB-15925,Joni Blumstein,Consumer,United States,1,1775.4631705878276,F
JB-15925,Joni Blumstein,Consumer,United States,1,2801.3812145536126,F
JB-15925,Joni Blumstein,Consumer,United States,0,1847.7067394026449,F
JB-15925,Joni Blumstein,Consumer,United States,0,2165.7076586639623,F
JB-15925,Joni Blumstein,Consumer,United States,1,480.3609930979303,M
JB-15925,Joni Blumstein,Consumer,United States,0,3291.4195102540984,M
DS-13180,David Smith,Corporate,United States,0,467.78726333520217,F
DS-13180,David Smith,Corporate,United States,1,271.2779436848623,F
DS-13180,David Smith,Corporate,United States,0,1985.8902638185596,F
VD-21670,Valerie Dominguez,Consumer,United States,1,1993.50343233892,F
VD-21670,Valerie Dominguez,Consumer,United States,1,1228.9750273557925,M
EA-14035,Erin Ashbrook,Corporate,United States,1,1681.3371993961557,M
CS-12400,Christopher Schild,Home Office,United States,0,299.9468088873404,F
CS-12400,Christopher Schild,Home Office,United States,1,2999.026011582513,M
CS-12400,Christopher Schild,Home Office,United States,1,2472.127466903701,M
CS-12400,Christopher Schild,Home Office,United States,0,1634.8824530248849,F
CS-12400,Christopher Schild,Home Office,United States,0,3156.669333768161,F
DB-13120,David Bremer,Corporate,United States,1,1637.6555966372637,M
KL-16645,Ken Lonsdale,Consumer,United States,1,3061.96909286675,F
KL-16645,Ken Lonsdale,Consumer,United States,0,1655.282956399969,M
KL-16645,Ken Lonsdale,Consumer,United States,0,1563.2180860639482,M
KL-16645,Ken Lonsdale,Consumer,United States,1,3394.841140839332,F
KL-16645,Ken Lonsdale,Consumer,United States,0,2879.6803118549337,F
KL-16645,Ken Lonsdale,Consumer,United States,0,873.6658760066105,F
KL-16645,Ken Lonsdale,Consumer,United States,1,3157.271880922294,M
DW-13480,Dianna Wilson,Home Office,United States,0,3021.1833883221457,F
DW-13480,Dianna Wilson,Home Office,United States,0,412.0634156267183,F
DW-13480,Dianna Wilson,Home Office,United States,0,3071.683393339667,F
DW-13480,Dianna Wilson,Home Office,United States,0,461.3495799667133,F
DW-13480,Dianna Wilson,Home Office,United States,1,1907.7983073900937,M
LH-17155,Logan Haushalter,Consumer,United States,1,2647.1705962227115,M
KC-16540,Kelly Collister,Consumer,United States,1,1862.9615915353863,M
KC-16540,Kelly Collister,Consumer,United States,0,2809.9544552978764,M
DL-13315,Delfina Latchford,Consumer,United States,0,567.4655091213189,M
DL-13315,Delfina Latchford,Consumer,United States,0,2580.876321735566,M
DR-12880,Dan Reichenbach,Corporate,United States,0,557.5385981013578,M
DR-12880,Dan Reichenbach,Corporate,United States,0,3295.5130407992874,M
DR-12880,Dan Reichenbach,Corporate,United States,0,2067.6718899869647,M
DR-12880,Dan Reichenbach,Corporate,United States,0,177.62402911697038,M
CC-12670,Craig Carreira,Consumer,United States,1,1268.1106874557072,F
CC-12670,Craig Carreira,Consumer,United States,0,1851.8278184614053,F
CC-12670,Craig Carreira,Consumer,United States,1,36.480801742374965,F
Dl-13600,Dorris liebe,Corporate,United States,0,2867.472949228646,F
SB-20290,Sean Braxton,Corporate,United States,0,2695.63105837289,M
SB-20290,Sean Braxton,Corporate,United States,0,2865.012145189384,F
RC-19825,Roy Collins,Consumer,United States,0,1404.5545448106234,M
AH-10210,Alan Hwang,Consumer,United States,1,860.8465370925409,M
CB-12535,Claudia Bergmann,Corporate,United States,0,2827.726252122792,M
PG-18895,Paul Gonzalez,Consumer,United States,1,1098.1673411368442,M
CA-12310,Christine Abelman,Corporate,United States,0,3185.1533885203467,M
CA-12310,Christine Abelman,Corporate,United States,1,3050.307156823746,M
KH-16690,Kristen Hastings,Corporate,United States,0,757.2112328854598,M
HA-14920,Helen Andreada,Consumer,United States,1,615.7791607097954,M
HA-14920,Helen Andreada,Consumer,United States,0,788.9362737014612,M
HA-14920,Helen Andreada,Consumer,United States,0,872.521569941051,M
BB-10990,Barry Blumstein,Corporate,United States,1,716.5760522594549,F
BB-10990,Barry Blumstein,Corporate,United States,1,2832.0466994187805,M
AG-10495,Andrew Gjertsen,Corporate,United States,0,1290.8600151521584,M
AG-10495,Andrew Gjertsen,Corporate,United States,0,2364.552695243876,M
AG-10495,Andrew Gjertsen,Corporate,United States,1,1570.279953092276,F
AG-10495,Andrew Gjertsen,Corporate,United States,1,626.0796369908434,M
SC-20725,Steven Cartwright,Consumer,United States,0,2136.926390114904,M
SC-20725,Steven Cartwright,Consumer,United States,1,2800.6098740305683,M
JO-15280,Jas O'Carroll,Consumer,United States,1,263.1227525817209,M
TB-21520,Tracy Blumstein,Consumer,United States,0,2813.2281059212387,F
TB-21520,Tracy Blumstein,Consumer,United States,1,729.3659661672621,M
TB-21520,Tracy Blumstein,Consumer,United States,0,3252.209372068121,F
AH-10195,Alan Haines,Corporate,United States,1,2406.0984008153123,M
AH-10195,Alan Haines,Corporate,United States,0,548.7662022348927,M
AH-10195,Alan Haines,Corporate,United States,1,1951.9979587050684,M
NZ-18565,Nick Zandusky,Home Office,United States,1,1115.5614099243362,M
NZ-18565,Nick Zandusky,Home Office,United States,1,3144.1720376499543,F
NZ-18565,Nick Zandusky,Home Office,United States,1,1709.6202435501957,F
NZ-18565,Nick Zandusky,Home Office,United States,0,657.853925640472,M
KL-16555,Kelly Lampkin,Corporate,United States,0,277.0336379058986,F
KL-16555,Kelly Lampkin,Corporate,United States,0,925.9343853153572,M
KL-16555,Kelly Lampkin,Corporate,United States,0,1102.0797211744823,M
KL-16555,Kelly Lampkin,Corporate,United States,1,343.184437324948,M
KL-16555,Kelly Lampkin,Corporate,United States,1,2501.550908437933,M
JD-15895,Jonathan Doherty,Corporate,United States,1,95.22997852227418,M
JD-15895,Jonathan Doherty,Corporate,United States,1,1184.3446426507437,F
JD-15895,Jonathan Doherty,Corporate,United States,1,3076.198179517186,M
JD-15895,Jonathan Doherty,Corporate,United States,0,385.0568569943172,F
JD-15895,Jonathan Doherty,Corporate,United States,1,970.7417893518832,M
JH-15910,Jonathan Howell,Consumer,United States,1,3238.124282477088,M
AS-10225,Alan Schoenberger,Corporate,United States,0,1569.7953638270155,F
KB-16600,Ken Brennan,Corporate,United States,0,6.405044760539525,M
CR-12625,Corey Roper,Home Office,United States,0,819.6376280897949,M
CR-12625,Corey Roper,Home Office,United States,1,1601.0110462683824,F
SH-20395,Shahid Hopkins,Consumer,United States,0,1973.6999944391853,M
BP-11185,Ben Peterman,Corporate,United States,0,499.11066890705297,M
BP-11185,Ben Peterman,Corporate,United States,1,3230.3646643668685,M
BP-11185,Ben Peterman,Corporate,United States,0,440.1866613351316,M
BP-11185,Ben Peterman,Corporate,United States,0,3131.957142195879,M
TS-21205,Thomas Seio,Corporate,United States,0,75.93096694001657,F
AG-10525,Andy Gerbode,Corporate,United States,1,3065.509796562044,M
AG-10525,Andy Gerbode,Corporate,United States,1,1708.2870119514075,M
SP-20860,Sung Pak,Corporate,United States,1,2669.8961973480828,F
NM-18445,Nathan Mautz,Home Office,United States,1,793.9121384543594,M
NM-18445,Nathan Mautz,Home Office,United States,1,1288.082370417353,M
NM-18445,Nathan Mautz,Home Office,United States,1,417.3121415542744,M
NM-18445,Nathan Mautz,Home Office,United States,1,2788.44458898227,M
NM-18445,Nathan Mautz,Home Office,United States,1,2228.873394052953,M
FA-14230,Frank Atkinson,Corporate,United States,0,55.70412910545686,F
GK-14620,Grace Kelly,Corporate,United States,1,523.3185566351467,M
GK-14620,Grace Kelly,Corporate,United States,0,1123.8201427553774,M
DJ-13510,Don Jones,Corporate,United States,1,141.04958823142243,M
PO-18850,Patrick O'Brill,Consumer,United States,1,352.7001596044627,M
PO-18850,Patrick O'Brill,Consumer,United States,0,3303.494443926485,M
PO-18850,Patrick O'Brill,Consumer,United States,1,87.91093343611819,F
PO-18850,Patrick O'Brill,Consumer,United States,0,3065.525056077817,M
PO-18850,Patrick O'Brill,Consumer,United States,0,1878.070002023299,M
JL-15850,John Lucas,Consumer,United States,1,2424.81231871619,F
JL-15850,John Lucas,Consumer,United States,0,2505.34075661068,M
JL-15850,John Lucas,Consumer,United States,0,936.8964803039196,F
DB-13615,Doug Bickford,Consumer,United States,1,720.0029936362117,M
DB-13615,Doug Bickford,Consumer,United States,1,1297.5006914926332,M
DB-13615,Doug Bickford,Consumer,United States,0,2571.389818778893,M
AC-10420,Alyssa Crouse,Corporate,United States,1,340.5202109321967,M
AC-10420,Alyssa Crouse,Corporate,United States,0,2717.427366673633,M
KL-16645,Ken Lonsdale,Consumer,United States,0,916.4992948672632,M
JD-15895,Jonathan Doherty,Corporate,United States,0,3388.34096699544,M
JD-15895,Jonathan Doherty,Corporate,United States,1,1169.258458007728,F
JD-15895,Jonathan Doherty,Corporate,United States,1,2137.6795906497264,M
JD-15895,Jonathan Doherty,Corporate,United States,0,2142.172741392759,M
CS-12130,Chad Sievert,Consumer,United States,0,1345.6411127723431,F
CC-12550,Clay Cheatham,Consumer,United States,1,2005.4423047928703,F
TD-20995,Tamara Dahlen,Consumer,United States,0,116.60569680675924,F
TD-20995,Tamara Dahlen,Consumer,United States,1,2807.388570396998,F
TD-20995,Tamara Dahlen,Consumer,United States,0,3216.34876201967,M
AB-10060,Adam Bellavance,Home Office,United States,0,202.7018948493161,M
AB-10060,Adam Bellavance,Home Office,United States,1,325.49197588646973,M
AB-10060,Adam Bellavance,Home Office,United States,0,41.44802428835604,M
AB-10060,Adam Bellavance,Home Office,United States,1,3433.3239910515376,F
AB-10060,Adam Bellavance,Home Office,United States,1,1525.3519436081915,M
JL-15505,Jeremy Lonsdale,Consumer,United States,0,1178.2761883149594,M
JL-15505,Jeremy Lonsdale,Consumer,United States,0,2036.6849929691025,M
JL-15505,Jeremy Lonsdale,Consumer,United States,0,1916.2345050439164,F
JL-15505,Jeremy Lonsdale,Consumer,United States,0,334.7838860962995,F
HK-14890,Heather Kirkland,Corporate,United States,0,2607.213466867095,M
VB-21745,Victoria Brennan,Corporate,United States,0,1868.050595017867,F
VB-21745,Victoria Brennan,Corporate,United States,0,3353.054828302713,M
KW-16435,Katrina Willman,Consumer,United States,0,2667.678884569425,M
KW-16435,Katrina Willman,Consumer,United States,0,2949.6407299284624,M
KW-16435,Katrina Willman,Consumer,United States,1,1263.6328687571931,F
KW-16435,Katrina Willman,Consumer,United States,1,1028.4666711644504,F
JD-16060,Julia Dunbar,Consumer,United States,1,275.5879100416175,M
MK-17905,Michael Kennedy,Corporate,United States,0,1226.497571979358,F
MK-17905,Michael Kennedy,Corporate,United States,1,1553.0232196899274,F
MK-17905,Michael Kennedy,Corporate,United States,1,1602.2959616215146,F
MK-17905,Michael Kennedy,Corporate,United States,0,325.0053518826748,M
GT-14755,Guy Thornton,Consumer,United States,1,1211.028527650401,F
GT-14755,Guy Thornton,Consumer,United States,1,2859.226130542309,F
AG-10900,Arthur Gainer,Consumer,United States,1,463.6951499285095,M
AG-10900,Arthur Gainer,Consumer,United States,0,2551.4499959220925,F
AG-10900,Arthur Gainer,Consumer,United States,0,2971.7030571051164,M
AG-10900,Arthur Gainer,Consumer,United States,1,1271.1594732293113,F
MM-18280,Muhammed MacIntyre,Corporate,United States,1,105.3741207598937,F
AR-10405,Allen Rosenblatt,Corporate,United States,1,1234.764331162332,M
RA-19915,Russell Applegate,Consumer,United States,1,1743.0054915346184,F
RA-19915,Russell Applegate,Consumer,United States,1,248.0825687597309,M
RA-19915,Russell Applegate,Consumer,United States,0,938.5228457936064,M
AS-10285,Alejandro Savely,Corporate,United States,1,1880.6986130546163,F
AS-10285,Alejandro Savely,Corporate,United States,0,2231.8234107766166,F
LA-16780,Laura Armstrong,Corporate,United States,1,1624.3410261897288,M
DO-13435,Denny Ordway,Consumer,United States,0,3046.684603502789,M
DO-13435,Denny Ordway,Consumer,United States,0,1063.7407155798546,M
DK-13225,Dean Katz,Corporate,United States,1,2388.865379335501,M
DK-13225,Dean Katz,Corporate,United States,0,2804.566508351639,M
NG-18430,Nathan Gelder,Consumer,United States,0,3346.667898937149,M
MV-18190,Mike Vittorini,Consumer,United States,1,156.71847534586593,M
MV-18190,Mike Vittorini,Consumer,United States,1,1335.1500225410252,F
JG-15115,Jack Garza,Consumer,United States,0,1805.2051804928255,M
JG-15115,Jack Garza,Consumer,United States,0,431.1575771825651,F
BP-11095,Bart Pistole,Corporate,United States,1,628.1939739370292,M
VP-21730,Victor Preis,Home Office,United States,0,2593.556078193004,F
SS-20140,Saphhira Shifley,Corporate,United States,1,179.40938504168668,M
